UBIGEO,total_localidades_pronatel,localidades_operativas,localidades_en_ejecucion,localidades_proyectadas,pct_operativo,pob_cubierta_operativo,iiee_cubiertos,eess_cubiertos,dp_cubiertos
151009,1,1,0,0,100.0,315,2,1,0
151010,1,1,0,0,100.0,228,1,0,0
151011,3,3,0,0,100.0,437,3,1,0
151012,1,1,0,0,100.0,338,2,1,0
151013,1,1,0,0,100.0,158,1,1,0
151014,1,1,0,0,100.0,586,1,1,0
151015,1,1,0,0,100.0,436,2,1,1
151016,1,1,0,0,100.0,463,2,1,0
151017,1,1,0,0,100.0,451,2,1,0
151018,1,1,0,0,100.0,442,2,1,0
151019,1,1,0,0,100.0,155,2,1,0
151020,2,2,0,0,100.0,360,3,1,0
151021,1,1,0,0,100.0,210,2,1,0
151022,1,1,0,0,100.0,315,2,1,0
151023,1,1,0,0,100.0,507,1,1,0
151024,2,2,0,0,100.0,618,3,1,0
151025,1,1,0,0,100.0,167,1,1,0
151026,1,1,0,0,100.0,159,1,0,0
151027,1,1,0,0,100.0,245,1,1,0
151028,1,1,0,0,100.0,548,2,1,0
151029,1,1,0,0,100.0,422,2,1,0
151030,1,1,0,0,100.0,275,2,1,0
151031,1,1,0,0,100.0,357,1,1,0
151032,4,4,0,0,100.0,835,5,2,0
151033,1,1,0,0,100.0,335,2,1,0
160104,21,21,0,0,100.0,8018,12,5,1
160105,9,9,0,0,100.0,4447,6,4,1
160106,10,10,0,0,100.0,6735,9,3,1
160107,1,0,1,0,0.0,0,0,0,0
160108,5,5,0,0,100.0,1267,4,2,0
160110,1,0,1,0,0.0,0,0,0,0
160112,2,2,0,0,100.0,108,1,1,0
160401,10,10,0,0,100.0,15465,10,4,2
160402,15,15,0,0,100.0,8776,12,6,1
160403,6,6,0,0,100.0,2145,4,1,0
160404,16,16,0,0,100.0,8156,15,3,1
160703,1,0,1,0,0.0,0,0,0,0
180101,3,3,0,0,100.0,2363,1,2,1
180102,8,8,0,0,100.0,2101,8,3,1
180103,5,5,0,0,100.0,812,5,3,0
180104,2,2,0,0,100.0,253,1,1,0
180105,2,2,0,0,100.0,1307,3,2,1
180106,2,2,0,0,100.0,909,1,1,0
180201,5,5,0,0,100.0,1607,5,1,0
180202,3,3,0,0,100.0,659,4,2,1
180203,4,4,0,0,100.0,641,5,1,0
180204,2,2,0,0,100.0,1191,2,2,1
180205,3,3,0,0,100.0,257,3,0,0
180206,1,1,0,0,100.0,330,1,1,0
180207,2,2,0,0,100.0,260,1,2,0
180208,10,10,0,0,100.0,2217,13,3,1
180209,1,1,0,0,100.0,363,2,1,1
180210,11,11,0,0,100.0,1506,12,2,1
180211,1,1,0,0,100.0,598,1,1,0
180302,1,1,0,0,100.0,4042,1,1,1
190102,7,0,7,0,0.0,0,0,0,0
190103,4,0,4,0,0.0,0,0,0,0
190104,7,0,7,0,0.0,0,0,0,0
190105,4,0,4,0,0.0,0,0,0,0
190106,8,0,8,0,0.0,0,0,0,0
190107,23,0,23,0,0.0,0,0,0,0
190108,4,0,4,0,0.0,0,0,0,0
190109,7,0,7,0,0.0,0,0,0,0
190110,5,0,5,0,0.0,0,0,0,0
190111,2,0,2,0,0.0,0,0,0,0
190112,2,0,2,0,0.0,0,0,0,0
190113,6,0,6,0,0.0,0,0,0,0
190201,24,0,24,0,0.0,0,0,0,0
190202,7,0,7,0,0.0,0,0,0,0
190203,1,0,1,0,0.0,0,0,0,0
190204,5,0,5,0,0.0,0,0,0,0
190205,1,0,1,0,0.0,0,0,0,0
190206,26,0,26,0,0.0,0,0,0,0
190207,4,0,4,0,0.0,0,0,0,0
190208,5,0,5,0,0.0,0,0,0,0
190301,6,0,6,0,0.0,0,0,0,0
190302,4,0,4,0,0.0,0,0,0,0
190303,10,0,10,0,0.0,0,0,0,0
190304,19,0,19,0,0.0,0,0,0,0
190305,17,0,17,0,0.0,0,0,0,0
190306,22,0,22,0,0.0,0,0,0,0
190307,11,0,11,0,0.0,0,0,0,0
190308,23,0,23,0,0.0,0,0,0,0
200101,2,0,0,2,0.0,0,0,0,0
200104,4,0,0,4,0.0,0,0,0,0
200105,4,0,0,4,0.0,0,0,0,0
200107,2,0,0,2,0.0,0,0,0,0
200109,7,0,0,7,0.0,0,0,0,0
200110,1,0,0,1,0.0,0,0,0,0
200111,15,0,0,15,0.0,0,0,0,0
200114,19,0,0,19,0.0,0,0,0,0
200201,58,0,0,58,0.0,0,0,0,0
200202,25,0,0,25,0.0,0,0,0,0
200203,5,0,0,5,0.0,0,0,0,0
200204,12,0,0,12,0.0,0,0,0,0
200205,10,0,0,10,0.0,0,0,0,0
200206,49,0,0,49,0.0,0,0,0,0
200207,15,0,0,15,0.0,0,0,0,0
200208,13,0,0,13,0.0,0,0,0,0
200209,2,0,0,2,0.0,0,0,0,0
200210,18,0,0,18,0.0,0,0,0,0
200301,21,0,0,21,0.0,0,0,0,0
200302,8,0,0,8,0.0,0,0,0,0
200303,12,0,0,12,0.0,0,0,0,0
200304,37,0,0,37,0.0,0,0,0,0
200305,9,0,0,9,0.0,0,0,0,0
200306,13,0,0,13,0.0,0,0,0,0
200307,8,0,0,8,0.0,0,0,0,0
200308,6,0,0,6,0.0,0,0,0,0
200401,4,0,0,4,0.0,0,0,0,0
200402,7,0,0,7,0.0,0,0,0,0
200403,8,0,0,8,0.0,0,0,0,0
200405,6,0,0,6,0.0,0,0,0,0
200406,6,0,0,6,0.0,0,0,0,0
200407,1,0,0,1,0.0,0,0,0,0
200408,3,0,0,3,0.0,0,0,0,0
200409,6,0,0,6,0.0,0,0,0,0
200410,11,0,0,11,0.0,0,0,0,0
200503,1,0,0,1,0.0,0,0,0,0
200504,1,0,0,1,0.0,0,0,0,0
200601,7,0,0,7,0.0,0,0,0,0
200604,14,0,0,14,0.0,0,0,0,0
200605,5,0,0,5,0.0,0,0,0,0
200606,1,0,0,1,0.0,0,0,0,0
200701,1,0,0,1,0.0,0,0,0,0
200702,1,0,0,1,0.0,0,0,0,0
200801,1,0,0,1,0.0,0,0,0,0
200802,1,0,0,1,0.0,0,0,0,0
200804,1,0,0,1,0.0,0,0,0,0
200805,2,0,0,2,0.0,0,0,0,0
210101,7,0,7,0,0.0,0,0,0,0
210102,24,0,24,0,0.0,0,0,0,0
210103,2,0,2,0,0.0,0,0,0,0
210104,3,0,3,0,0.0,0,0,0,0
210105,7,0,7,0,0.0,0,0,0,0
210106,10,0,10,0,0.0,0,0,0,0
210107,5,0,5,0,0.0,0,0,0,0
210108,3,0,3,0,0.0,0,0,0,0
210109,2,0,2,0,0.0,0,0,0,0
210110,1,0,1,0,0.0,0,0,0,0
210111,3,0,3,0,0.0,0,0,0,0
210112,8,0,8,0,0.0,0,0,0,0
210113,1,0,1,0,0.0,0,0,0,0
210114,2,0,2,0,0.0,0,0,0,0
210115,2,0,2,0,0.0,0,0,0,0
210201,3,0,3,0,0.0,0,0,0,0
210202,2,0,2,0,0.0,0,0,0,0
210203,4,0,4,0,0.0,0,0,0,0
210204,10,0,10,0,0.0,0,0,0,0
210205,1,0,1,0,0.0,0,0,0,0
210206,8,0,8,0,0.0,0,0,0,0
210207,1,0,1,0,0.0,0,0,0,0
210208,3,0,3,0,0.0,0,0,0,0
210209,2,0,2,0,0.0,0,0,0,0
210210,7,0,7,0,0.0,0,0,0,0
210211,4,0,4,0,0.0,0,0,0,0
210212,2,0,2,0,0.0,0,0,0,0
210213,3,0,3,0,0.0,0,0,0,0
210214,5,0,5,0,0.0,0,0,0,0
210215,1,0,1,0,0.0,0,0,0,0
210301,2,0,2,0,0.0,0,0,0,0
210302,1,0,1,0,0.0,0,0,0,0
210303,9,0,9,0,0.0,0,0,0,0
210304,5,0,5,0,0.0,0,0,0,0
210305,5,0,5,0,0.0,0,0,0,0
210306,3,0,3,0,0.0,0,0,0,0
210307,4,0,4,0,0.0,0,0,0,0
210308,2,0,2,0,0.0,0,0,0,0
210309,2,0,2,0,0.0,0,0,0,0
210310,3,0,3,0,0.0,0,0,0,0
210401,12,0,12,0,0.0,0,0,0,0
210402,3,0,3,0,0.0,0,0,0,0
210403,6,0,6,0,0.0,0,0,0,0
210404,5,0,5,0,0.0,0,0,0,0
210405,1,0,1,0,0.0,0,0,0,0
210406,19,0,19,0,0.0,0,0,0,0
210407,16,0,16,0,0.0,0,0,0,0
210501,35,0,35,0,0.0,0,0,0,0
210502,3,0,3,0,0.0,0,0,0,0
210503,8,0,8,0,0.0,0,0,0,0
210504,2,0,2,0,0.0,0,0,0,0
210505,2,0,2,0,0.0,0,0,0,0
210601,10,0,10,0,0.0,0,0,0,0
210602,2,0,2,0,0.0,0,0,0,0
210603,1,0,1,0,0.0,0,0,0,0
210604,1,0,1,0,0.0,0,0,0,0
210605,3,0,3,0,0.0,0,0,0,0
210606,6,0,6,0,0.0,0,0,0,0
210607,7,0,7,0,0.0,0,0,0,0
210608,6,0,6,0,0.0,0,0,0,0
210701,4,0,4,0,0.0,0,0,0,0
210702,4,0,4,0,0.0,0,0,0,0
210703,1,0,1,0,0.0,0,0,0,0
210704,1,0,1,0,0.0,0,0,0,0
210705,1,0,1,0,0.0,0,0,0,0
210706,1,0,1,0,0.0,0,0,0,0
210707,2,0,2,0,0.0,0,0,0,0
210708,5,0,5,0,0.0,0,0,0,0
210709,3,0,3,0,0.0,0,0,0,0
210710,1,0,1,0,0.0,0,0,0,0
210801,2,0,2,0,0.0,0,0,0,0
210802,2,0,2,0,0.0,0,0,0,0
210803,2,0,2,0,0.0,0,0,0,0
210805,6,0,6,0,0.0,0,0,0,0
210806,3,0,3,0,0.0,0,0,0,0
210807,5,0,5,0,0.0,0,0,0,0
210808,4,0,4,0,0.0,0,0,0,0
210809,3,0,3,0,0.0,0,0,0,0
210901,10,0,10,0,0.0,0,0,0,0
210902,2,0,2,0,0.0,0,0,0,0
210903,2,0,2,0,0.0,0,0,0,0
210904,1,0,1,0,0.0,0,0,0,0
211001,4,0,4,0,0.0,0,0,0,0
211002,4,0,4,0,0.0,0,0,0,0
211003,2,0,2,0,0.0,0,0,0,0
211004,2,0,2,0,0.0,0,0,0,0
211005,2,0,2,0,0.0,0,0,0,0
211101,4,0,4,0,0.0,0,0,0,0
211102,3,0,3,0,0.0,0,0,0,0
211103,3,0,3,0,0.0,0,0,0,0
211201,7,0,7,0,0.0,0,0,0,0
211202,4,0,4,0,0.0,0,0,0,0
211203,2,0,2,0,0.0,0,0,0,0
211204,4,0,4,0,0.0,0,0,0,0
211205,4,0,4,0,0.0,0,0,0,0
211206,2,0,2,0,0.0,0,0,0,0
211207,2,0,2,0,0.0,0,0,0,0
211208,1,0,1,0,0.0,0,0,0,0
211209,5,0,5,0,0.0,0,0,0,0
211210,4,0,4,0,0.0,0,0,0,0
211301,19,0,19,0,0.0,0,0,0,0
211302,1,0,1,0,0.0,0,0,0,0
211303,2,0,2,0,0.0,0,0,0,0
211304,2,0,2,0,0.0,0,0,0,0
211305,1,0,1,0,0.0,0,0,0,0
211306,1,0,1,0,0.0,0,0,0,0
211307,1,0,1,0,0.0,0,0,0,0
220101,26,0,26,0,0.0,0,0,0,0
220104,7,0,7,0,0.0,0,0,0,0
220105,3,0,3,0,0.0,0,0,0,0
220201,2,0,2,0,0.0,0,0,0,0
220202,2,0,2,0,0.0,0,0,0,0
220203,5,0,5,0,0.0,0,0,0,0
220204,1,0,1,0,0.0,0,0,0,0
220205,3,0,3,0,0.0,0,0,0,0
220206,2,0,2,0,0.0,0,0,0,0
220301,9,0,9,0,0.0,0,0,0,0
220302,1,0,1,0,0.0,0,0,0,0
220303,8,0,8,0,0.0,0,0,0,0
220304,4,0,4,0,0.0,0,0,0,0
220305,3,0,3,0,0.0,0,0,0,0
220402,1,0,1,0,0.0,0,0,0,0
220403,2,0,2,0,0.0,0,0,0,0
220404,1,0,1,0,0.0,0,0,0,0
220405,1,0,1,0,0.0,0,0,0,0
220501,5,0,5,0,0.0,0,0,0,0
220502,3,0,3,0,0.0,0,0,0,0
220503,3,0,3,0,0.0,0,0,0,0
220504,5,0,5,0,0.0,0,0,0,0
220505,4,0,4,0,0.0,0,0,0,0
220506,1,0,1,0,0.0,0,0,0,0
220508,2,0,2,0,0.0,0,0,0,0
220511,7,0,7,0,0.0,0,0,0,0
220601,2,0,2,0,0.0,0,0,0,0
220602,2,0,2,0,0.0,0,0,0,0
220603,1,0,1,0,0.0,0,0,0,0
220604,2,0,2,0,0.0,0,0,0,0
220605,3,0,3,0,0.0,0,0,0,0
220703,1,0,1,0,0.0,0,0,0,0
220704,2,0,2,0,0.0,0,0,0,0
220706,1,0,1,0,0.0,0,0,0,0
220707,2,0,2,0,0.0,0,0,0,0
220708,3,0,3,0,0.0,0,0,0,0
220709,3,0,3,0,0.0,0,0,0,0
220710,1,0,1,0,0.0,0,0,0,0
220802,4,0,4,0,0.0,0,0,0,0
220803,1,0,1,0,0.0,0,0,0,0
220804,12,0,12,0,0.0,0,0,0,0
220805,11,0,11,0,0.0,0,0,0,0
220807,2,0,2,0,0.0,0,0,0,0
220902,1,0,1,0,0.0,0,0,0,0
220904,5,0,5,0,0.0,0,0,0,0
220905,3,0,3,0,0.0,0,0,0,0
220906,2,0,2,0,0.0,0,0,0,0
220907,5,0,5,0,0.0,0,0,0,0
220911,4,0,4,0,0.0,0,0,0,0
220913,2,0,2,0,0.0,0,0,0,0
220914,1,0,1,0,0.0,0,0,0,0
221001,6,0,6,0,0.0,0,0,0,0
221002,5,0,5,0,0.0,0,0,0,0
221003,10,0,10,0,0.0,0,0,0,0
221004,1,0,1,0,0.0,0,0,0,0
221005,11,0,11,0,0.0,0,0,0,0
230101,1,1,0,0,100.0,386,1,0,0
230103,3,3,0,0,100.0,1330,3,0,0
230105,3,3,0,0,100.0,1863,4,1,1
230106,3,3,0,0,100.0,1405,4,1,1
230107,2,2,0,0,100.0,582,2,1,0
230109,4,4,0,0,100.0,2418,5,2,1
230111,11,11,0,0,100.0,2920,16,5,0
230201,2,2,0,0,100.0,129,2,0,0
230203,4,4,0,0,100.0,1053,6,2,0
230206,1,1,0,0,100.0,440,2,1,0
230301,3,3,0,0,100.0,848,3,0,2
230302,2,2,0,0,100.0,674,4,2,1
230303,3,3,0,0,100.0,1176,6,1,1
230401,1,1,0,0,100.0,19,1,0,0
230402,1,1,0,0,100.0,152,1,1,0
230403,2,2,0,0,100.0,255,2,1,0
230404,1,1,0,0,100.0,185,1,1,1
230405,1,1,0,0,100.0,306,1,1,1
230406,2,2,0,0,100.0,519,2,2,1
230407,1,1,0,0,100.0,322,1,1,0
230408,1,1,0,0,100.0,622,1,1,1
240102,1,0,0,1,0.0,0,0,0,0
240103,1,0,0,1,0.0,0,0,0,0
240104,2,0,0,2,0.0,0,0,0,0
240105,4,0,0,4,0.0,0,0,0,0
240106,1,0,0,1,0.0,0,0,0,0
240201,4,0,0,4,0.0,0,0,0,0
240202,1,0,0,1,0.0,0,0,0,0
240302,2,0,0,2,0.0,0,0,0,0
240303,1,0,0,1,0.0,0,0,0,0
240304,3,0,0,3,0.0,0,0,0,0
